market,time,price_open,price_close,price_high,price_low,vwap,volume,candle_usd_volume,candle_trades_count
coinbase-btc-usd-spot,2023-01-01T00:00:00.000000000Z,16531.83,16519.81,16534.66,16498.05,16517.73135602508,1143.74975428,18892151.179716739400008150256938,19969
coinbase-btc-usd-spot,2023-01-01T01:00:00.000000000Z,16519.84,16542.69,16547.6,16517.01,16529.14370453529,651.3748682,10766668.802000538399994692955258,14391
coinbase-btc-usd-spot,2023-01-01T02:00:00.000000000Z,16542.7,16538.6,16550,16528.75,16537.63949596901,505.07488547,8352746.374370695400001908943768,12334
coinbase-btc-usd-spot,2023-01-01T03:00:00.000000000Z,16538.32,16523.3,16538.32,16510.09,16520.12183500004,647.60544046,10698520.777408065599997825329428,13623
coinbase-btc-usd-spot,2023-01-01T04:00:00.000000000Z,16523.91,16511.71,16525.75,16502.66,16512.35386255041,754.66131811,12461234.731011042399995823369415,11888
coinbase-btc-usd-spot,2023-01-01T05:00:00.000000000Z,16511.69,16521.08,16524.84,16503.19,16511.17066266542,374.4867208,6183214.158030737700245873820582,8790
coinbase-btc-usd-spot,2023-01-01T06:00:00.000000000Z,16521.04,16532.17,16540.57,16519.93,16531.90258800931,327.56960398,5415348.783790147399999302257842,7571
coinbase-btc-usd-spot,2023-01-01T07:00:00.000000000Z,16531.82,16516.36,16535.46,16490,16511.91741067172,479.72920114,7921248.948711202099996294748554,8708
coinbase-btc-usd-spot,2023-01-01T08:00:00.000000000Z,16516.36,16504.22,16523.98,16498.84,16511.39057392412,231.4188658,3821047.279398331499998899993925,7909
coinbase-btc-usd-spot,2023-01-01T09:00:00.000000000Z,16504.14,16529.42,16533.16,16496.99,16512.20933432469,189.21038556,3124281.494595005700152372541654,6201
coinbase-btc-usd-spot,2023-01-01T10:00:00.000000000Z,16528.94,16538.07,16538.71,16524.48,16530.94612631896,129.39118896,2138958.773918117600410964477037,5545
coinbase-btc-usd-spot,2023-01-01T11:00:00.000000000Z,16538.31,16547.29,16548.12,16532.53,16538.92406444514,164.41369259,2719225.576901036600175505515467,5439
coinbase-btc-usd-spot,2023-01-01T12:00:00.000000000Z,16547.61,16554.56,16563.97,16541.95,16552.79067885296,285.85219129,4731651.487514804200188182344556,7708
coinbase-btc-usd-spot,2023-01-01T13:00:00.000000000Z,16554.24,16539.19,16559.69,16529.75,16541.79816322544,293.41208628,4853563.509894646900003224596779,8486
coinbase-btc-usd-spot,2023-01-01T14:00:00.000000000Z,16538.96,16534.84,16550.76,16533.5,16542.86628683201,231.30571047,3826459.439685888400001485380736,8261
