market,time,price_open,price_close,price_high,price_low,vwap,volume,candle_usd_volume,candle_trades_count
coinbase-btc-usd-spot,2016-01-01T00:00:00.000000000Z,430.35,430.61,431.82,430.35,431.0353435685101,160.17959326,69043.066013488300000042816841,469
coinbase-btc-usd-spot,2016-01-01T01:00:00.000000000Z,430.59,430.78,430.98,430,430.549840322642,92.13231474,39667.553399862400000141499138,262
coinbase-btc-usd-spot,2016-01-01T02:00:00.000000000Z,430.8,430.62,430.89,430.5,430.7434583594869,93.02432654,40069.620125401799997887414783,165
coinbase-btc-usd-spot,2016-01-01T03:00:00.000000000Z,430.62,432.84,432.84,430.31,431.5324601287243,103.81153229,44798.045918836200001091441351,346
coinbase-btc-usd-spot,2016-01-01T04:00:00.000000000Z,432.74,436.12,437.15,432.72,435.3878385482229,363.87595089,158427.163757676400002106713447,1252
coinbase-btc-usd-spot,2016-01-01T05:00:00.000000000Z,436.12,435.99,436.65,435.41,435.8104062794236,182.78957629,79661.599506588599997731262898,703
coinbase-btc-usd-spot,2016-01-01T06:00:00.000000000Z,435.99,434.26,435.99,432.02,433.8094477411772,143.48488231,62245.097554108899999811974731,702
coinbase-btc-usd-spot,2016-01-01T07:00:00.000000000Z,434.26,434.52,436.46,434.26,435.5964086829617,124.69371134,54316.132845053900000990909357,628
coinbase-btc-usd-spot,2016-01-01T08:00:00.000000000Z,434.42,433.56,435,432.65,433.6125713165772,313.25456653,135831.118069733100004258354999,514
coinbase-btc-usd-spot,2016-01-01T09:00:00.000000000Z,433.57,433.01,434.08,433,433.1299347061281,36.75628705,15920.248210006200000235355832,137
coinbase-btc-usd-spot,2016-01-01T10:00:00.000000000Z,433.01,432.31,433.31,432.04,432.6146909755633,88.69287665,38369.841423673500000962339529,387
coinbase-btc-usd-spot,2016-01-01T11:00:00.000000000Z,432.31,434.45,434.59,432,433.1733152944525,73.36127496,31778.146688651099998666927661,311
coinbase-btc-usd-spot,2016-01-01T12:00:00.000000000Z,434.45,432.11,434.57,432.03,432.65787294563,150.14920385,64963.23516222079999993844058,321
coinbase-btc-usd-spot,2016-01-01T13:00:00.000000000Z,432.11,428.75,432.87,427.92,429.6843285694807,242.42695086,104167.06160742559999607442933,625
coinbase-btc-usd-spot,2016-01-01T14:00:00.000000000Z,428.74,431.05,432.26,428.49,430.0693681311159,161.84449555,69604.359936687700001355690165,597
coinbase-btc-usd-spot,2016-01-01T15:00:00.000000000Z,431.08,433.13,435,431.08,432.9736626713513,184.46697776,79869.343002661900000907485764,594
coinbase-btc-usd-spot,2016-01-01T16:00:00.000000000Z,433.13,433.7,433.9,432.8,433.4563826887728,118.37502996,51310.412287136700000853891874,407
coinbase-btc-usd-spot,2016-01-01T17:00:00.000000000Z,433.55,433.41,433.83,433.07,433.462496366432,80.238046,34780.183722724599999684343735,442
coinbase-btc-usd-spot,2016-01-01T18:00:00.000000000Z,433.6,433.02,433.86,432.55,433.3622037351694,341.61803997,148044.346637088399995483078548,714
coinbase-btc-usd-spot,2016-01-01T19:00:00.000000000Z,432.95,433.54,433.75,432.74,433.3918020811159,97.02882759,42051.498443048000000558232016,504
coinbase-btc-usd-spot,2016-01-01T20:00:00.000000000Z,433.54,433.87,434,433.17,433.698478052855,100.74075056,43691.110195774299999433650105,542
coinbase-btc-usd-spot,2016-01-01T21:00:00.000000000Z,433.77,435.18,435.29,433.42,434.7226737348058,211.85316751,92097.375419134900001024405148,566
coinbase-btc-usd-spot,2016-01-01T22:00:00.000000000Z,435.18,434.5,435.73,434.22,435.3898575361937,180.98020455,78796.945475895699999561703025,495
coinbase-btc-usd-spot,2016-01-01T23:00:00.000000000Z,434.5,435.66,436,434.32,435.3083567943634,217.49886353,94679.07288788579999672194734,486
coinbase-btc-usd-spot,2016-01-02T00:00:00.000000000Z,435.67,437.03,437.56,435.67,436.9240151689294,263.49112376,115125.599754592499998941195644,709
coinbase-btc-usd-spot,2016-01-02T01:00:00.000000000Z,437.02,434.38,437.02,432.41,435.1872251918077,278.52451897,121210.312558437299998510725641,1340
coinbase-btc-usd-spot,2016-01-02T02:00:00.000000000Z,434.36,433.98,435,433.51,434.1324935390964,151.3793441,65718.692124445900000555279653,415
coinbase-btc-usd-spot,2016-01-02T03:00:00.000000000Z,433.99,435.24,435.43,433.64,434.8188725766459,106.61913155,46360.010575672100000067170334,350
coinbase-btc-usd-spot,2016-01-02T04:00:00.000000000Z,435.22,435,436,434.06,434.9784087441069,116.63220756,50732.492052761199999414318669,608
coinbase-btc-usd-spot,2016-01-02T05:00:00.000000000Z,434.98,435.72,435.97,434.98,435.5645080312881,166.29886234,72433.882161285000003169171806,347
coinbase-btc-usd-spot,2016-01-02T06:00:00.000000000Z,435.83,435.05,436.08,435.03,435.5341283665263,139.21249277,60631.791696313300000319205299,329
coinbase-btc-usd-spot,2016-01-02T07:00:00.000000000Z,435.05,434.27,435.11,434.27,434.7709497088415,77.73772,33798.102352599999999030416,318
coinbase-btc-usd-spot,2016-01-02T08:00:00.000000000Z,434.27,434.57,434.84,434.01,434.4920511898316,40.77798647,17717.710984741500000402311186,275
coinbase-btc-usd-spot,2016-01-02T09:00:00.000000000Z,434.57,434.98,435.05,434.47,434.8462630730325,27.68822,12040.11899814399999983706,152
coinbase-btc-usd-spot,2016-01-02T10:00:00.000000000Z,434.98,435.14,435.7,434.98,435.4012444974814,73.49647305,32000.455832145599999362585649,308
coinbase-btc-usd-spot,2016-01-02T11:00:00.000000000Z,435.2,434.31,435.58,434.3,435.2437527741858,62.74956961,27311.3581620214000002056488,324
coinbase-btc-usd-spot,2016-01-02T12:00:00.000000000Z,434.29,433.66,434.31,433.16,433.7607251770524,63.42560916,27511.538224037900000118383821,513
coinbase-btc-usd-spot,2016-01-02T13:00:00.000000000Z,433.85,433.59,434.03,432.64,433.424516015732,102.39054723,44378.573377748700000522437055,348
coinbase-btc-usd-spot,2016-01-02T14:00:00.000000000Z,433.46,433.56,434,433.26,433.6844893238404,59.78951166,25929.7838311888999999802496,244
coinbase-btc-usd-spot,2016-01-02T15:00:00.000000000Z,433.55,434.27,434.31,433.09,433.8463852025152,119.81079314,51979.479512035299999467210398,371
coinbase-btc-usd-spot,2016-01-02T16:00:00.000000000Z,434.24,435.1,435.55,434.24,435.1872999262823,144.35761581,62822.601048149500001143224443,500
